VC_ID	GSO_ID	Name	Type	Location	address	Location notes	Cities	LocZIP	DayName	Time
VE80D	[674125][93][13]	Thurs Nite Lit Study Downtown Young People's	[YP]	Ventura Center for Spiritual Living	  101 S Laurel	 (at Santa Clara)	Ventura	93001	Thursday	7:30 PM
VE81		Daily Reflections		Ventura Meeting Hall	 120 S Fir St		Ventura	93001	Tuesday	6:00 PM
VE85	[706708][93][13]	4544 Knuckleheads	[C][M]	Ventura Center for Spiritual Living	  101 S Laurel	 (at Santa Clara)	Ventura	93001	Sunday	5:30 PM
VE86	[101728][93][13]	As Bill Sees It	[W][C][CH][B]	Bible Fellowship Hall	 6950 Ralston St	 In Pavilions Building Rm 2	Ventura		Monday	7:00 PM
VE87	[703625][93][13]	Freedom Group		Veterans Home	 10900 Telephone Rd.		Ventura	93004	Wednesday	7:00 PM
VE88		We Agnostics		Total Life Christian Center	 660 N. Ventura Ave		Ventura	93001	Thursday	7:00 PM
VE89		Burning Desires		Private Residence	 1766 Swift Avenue		Ventura	93003	Saturday	8:00 PM
VE90		Reflections IV-2		Ventura County Medical Center	  3291 Loma Vista Rd	 (Main Cafeteria)	Ventura	93003	Thursday	7:00 PM
VE91		"Let's Talk About ""IT"""		Trinity Community Church	 3645 Telegraph Rd		Ventura	93003	Wednesday	6:00 PM
VE92A		The Way Out		Mission Church	 2875 Elba St		Ventura	93003	Wednesday	5:30 PM
VE93		Secular and Sober		Avenue Library	 606 N Ventura Avenue	 (Enter on Simpson]	Ventura	93001	Tuesday	6:30 PM
WV03	[102325][93][28]	Fellowship Group (Speaker)	[H][CC][B]	Westminster Presbyterian Church	  32111 Watergate Road		Westlake Village	91361	Friday	8:00 PM
WV04	[102328][93][28]	Sunday Night Speaker's Meeting	[CH][B]	Los Robles Regional Medical Center - East Campus	 150 Via Merida		Westlake Village	91362	Sunday	8:00 PM
WV05	[118415][93][28]	Participation Meeting	[C][H]	Los Robles Regional Medical Center - East Campus	 150 Via Merida		Westlake Village	91362	Sunday	12:00 PM
WV13	[635608][93][28]	Saturday Night Live	[H][CH][B]	Los Robles Regional Medical Center - East Campus	 150 Via Merida		Westlake Village	91362	Saturday	7:00 PM
WV15		Baby Steps		Private Residence		 Contact Kathy Moms & Kids 805-732-3485	Westlake Village	91361	Thursday	10:00 AM
WV20	[641273][93][28]	The Big Book Study (Rec.Rm.)	[C][H]	United Methodist Church	  1049 Westlake Blvd	 In Rec Room	Westlake Village	91361	Wednesday	7:30 PM
WV23	[100803][93][28]	"Thursday Night 12 X 12 Step Study Group
Westminister Presbyterian Church"	[C][H][B]	Westminster Presbyterian Church	  32111 Watergate Road		Westlake Village	91361	Thursday	7:30 PM
WV29		Café AA Big Book Study		Westminster Presbyterian Church	  32111 Watergate Road		Westlake Village	91361	Saturday	8:30 AM
WV31	[606993][93][28]	Friday Night Men's 12 & 12	[M][C]	United Methodist Church	  1049 Westlake Blvd	 In Rec Room	Westlake Village	91361	Friday	7:00 PM
WV33		What Its Like Now		St. Maximilian Catholic Church	  5801 Kanan Rd	at Lindero Canyon	Westlake Village	91301	Friday	5:30 PM
WV40		Thurday Night Rascal's Speaker Meeting		United Methodist Church	  1049 Westlake Blvd	 In Rec Room	Westlake Village	91361	Thursday	8:00 PM
										
										
